Meter #,Sec Meter #,Serv Addr,Stat,Meter Type,Account,Serv Loc #,Name,Service Use Type,AMR Transponder ID
157787740,63486691,,8,1,,,,,63486691
157787741,63486692,,8,1,,,,,63486692
157787742,63486723,,8,1,,,,,63486723
157787743,63486724,,8,1,,,,,63486724
157787744,63486688,,8,1,,,,,63486688
157787745,63486725,,8,1,,,,,63486725
157787746,63486693,,8,1,,,,,63486693
157787747,63486697,,8,1,,,,,63486697
157787748,63486702,,8,1,,,,,63486702
157787749,63486737,,8,1,,,,,63486737
157787750,63486714,,8,1,,,,,63486714
157787751,63486743,,8,1,,,,,63486743
157787752,63486708,,8,1,,,,,63486708
157787753,63486722,,8,1,,,,,63486722
157787754,63486706,,8,1,,,,,63486706
157787755,63486713,,8,1,,,,,63486713
157787756,63486730,,8,1,,,,,63486730
157787757,63486733,,8,1,,,,,63486733
157787758,63486715,,8,1,,,,,63486715
157787759,63486690,,8,1,,,,,63486690
157787760,63486732,,8,1,,,,,63486732
157787761,63486726,,8,1,,,,,63486726
157787762,63486716,,8,1,,,,,63486716
157787763,63486735,,8,1,,,,,63486735
2000011,56208769,,8,2,,,,,56208769
2000013,64514412,,8,2,,,,,64514412
2000014,63752866,,8,2,,,,,63752866
2000015,63752870,,8,2,,,,,63752870
2000016,64514410,,8,2,,,,,64514410
34676190,7364842,,8,1,,,,,7364842
34676193,7364816,,8,1,,,,,7364816
37271044,8030856,,8,1,,,,,8030856
41385156,10881688,,8,1,,,,,10881688
42053154,10355270,,8,1,,,,,10355270
57702003,15654116,,8,1,,,,,15654116
65459338,16406220,,8,1,,,,,16406220
7000872,56102921,,8,1,,,,,56102921
7000968,56105299,,8,1,,,,,56105299
7001149,56103826,,8,1,,,,,56103826
7001803,56398242,,8,1,,,,,56398242
7001923,56141549,,8,1,,,,,56141549
7001929,56141566,,8,1,,,,,56141566
7001930,56141553,,8,1,,,,,56141553
7001931,56141506,,8,1,,,,,56141506
7001932,56141564,,8,1,,,,,56141564
7001981,56141511,,8,1,,,,,56141511
7001982,56141508,,8,1,,,,,56141508
7002012,56142365,,8,1,,,,,56142365
7002571,63653232,,8,1,,,,,63653232
7002682,63912515,,8,1,,,,,63912515
7002953,63915627,,8,1,,,,,63915627
7003264,64901492,,8,1,,,,,64901492
7003277,64901474,,8,1,,,,,64901474
7003343,64901689,,8,1,,,,,64901689
7003362,64901686,,8,1,,,,,64901686
7003382,64901720,,8,1,,,,,64901720
7003385,64901729,,8,1,,,,,64901729
7003386,64901671,,8,1,,,,,64901671
7003387,64901708,,8,1,,,,,64901708
7003388,64901705,,8,1,,,,,64901705
7003405,64902263,,8,1,,,,,64902263
7003406,64901762,,8,1,,,,,64901762
7003407,64902250,,8,1,,,,,64902250
7003433,64902227,,8,1,,,,,64902227
7003434,64901699,,8,1,,,,,64901699
7003435,64901701,,8,1,,,,,64901701
7003436,64902235,,8,1,,,,,64902235
7003481,64902193,,8,1,,,,,64902193
7003482,64902223,,8,1,,,,,64902223
7003483,64902180,,8,1,,,,,64902180
7003484,64902195,,8,1,,,,,64902195
7003485,64902208,,8,1,,,,,64902208
7003486,64902202,,8,1,,,,,64902202
7003487,64902172,,8,1,,,,,64902172
7003488,64902201,,8,1,,,,,64902201
7003489,64902184,,8,1,,,,,64902184
7003490,64902203,,8,1,,,,,64902203
7003491,64902262,,8,1,,,,,64902262
7003492,64902221,,8,1,,,,,64902221
7003493,64902216,,8,1,,,,,64902216
7003494,64902198,,8,1,,,,,64902198
7003495,64902269,,8,1,,,,,64902269
7003496,64901666,,8,1,,,,,64901666
7003497,64901663,,8,1,,,,,64901663
7003498,64901657,,8,1,,,,,64901657
7003499,64902260,,8,1,,,,,64902260
7003500,64902182,,8,1,,,,,64902182
7003501,64902230,,8,1,,,,,64902230
7003502,64901639,,8,1,,,,,64901639
7003503,64901645,,8,1,,,,,64901645
7003504,64901667,,8,1,,,,,64901667
7003505,64901646,,8,1,,,,,64901646
7003506,64902173,,8,1,,,,,64902173
7003507,64901653,,8,1,,,,,64901653
7003508,64901642,,8,1,,,,,64901642
7003509,64901665,,8,1,,,,,64901665
7003510,64901648,,8,1,,,,,64901648
7003511,64901627,,8,1,,,,,64901627
7003512,64901626,,8,1,,,,,64901626
7003513,64901636,,8,1,,,,,64901636
7003514,64901644,,8,1,,,,,64901644
7003515,64901628,,8,1,,,,,64901628
7003516,64901660,,8,1,,,,,64901660
7003517,64901664,,8,1,,,,,64901664
7003518,64901659,,8,1,,,,,64901659
7003519,64901542,,8,1,,,,,64901542
7003520,64901634,,8,1,,,,,64901634
7003521,64901647,,8,1,,,,,64901647
7003522,64901597,,8,1,,,,,64901597
7003523,64901631,,8,1,,,,,64901631
7003524,64901603,,8,1,,,,,64901603
7003525,64901651,,8,1,,,,,64901651
7003526,64901643,,8,1,,,,,64901643
7003527,64901669,,8,1,,,,,64901669
7003528,64901670,,8,1,,,,,64901670
7003529,64901625,,8,1,,,,,64901625
7003530,64901649,,8,1,,,,,64901649
7003531,64901656,,8,1,,,,,64901656
7003532,64901598,,8,1,,,,,64901598
7003533,64901638,,8,1,,,,,64901638
7003534,64901574,,8,1,,,,,64901574
7003535,64901588,,8,1,,,,,64901588
7003536,64901590,,8,1,,,,,64901590
7003537,64901640,,8,1,,,,,64901640
7003538,64901658,,8,1,,,,,64901658
7003539,64901661,,8,1,,,,,64901661
7003540,64901662,,8,1,,,,,64901662
7003541,64901579,,8,1,,,,,64901579
7003542,64901577,,8,1,,,,,64901577
7003543,64901581,,8,1,,,,,64901581
7003544,64901582,,8,1,,,,,64901582
7003545,64901578,,8,1,,,,,64901578
7003546,64901575,,8,1,,,,,64901575
7003547,64901595,,8,1,,,,,64901595
7003548,64901572,,8,1,,,,,64901572
7003549,64901592,,8,1,,,,,64901592
7003550,64901654,,8,1,,,,,64901654
7003551,64901573,,8,1,,,,,64901573
7003552,64901587,,8,1,,,,,64901587
7003553,64901633,,8,1,,,,,64901633
7003554,64901620,,8,1,,,,,64901620
7003555,64901618,,8,1,,,,,64901618
7003556,64901629,,8,1,,,,,64901629
7003557,64901641,,8,1,,,,,64901641
7003558,64901652,,8,1,,,,,64901652
7003559,64901650,,8,1,,,,,64901650
7003560,64901619,,8,1,,,,,64901619
7003561,64902248,,8,1,,,,,64902248
7003562,64901637,,8,1,,,,,64901637
7003563,64902213,,8,1,,,,,64902213
7003564,64902199,,8,1,,,,,64902199
7003565,64901668,,8,1,,,,,64901668
7003566,64901504,,8,1,,,,,64901504
7003567,64901538,,8,1,,,,,64901538
7003568,64901674,,8,1,,,,,64901674
7003569,64902200,,8,1,,,,,64902200
7003570,64901536,,8,1,,,,,64901536
7003571,64901693,,8,1,,,,,64901693
7003572,64901481,,8,1,,,,,64901481
7003573,64901512,,8,1,,,,,64901512
7003574,64901570,,8,1,,,,,64901570
7003575,64901612,,8,1,,,,,64901612
7003576,64901748,,8,1,,,,,64901748
7003577,64901495,,8,1,,,,,64901495
7003578,64901566,,8,1,,,,,64901566
7003579,64902118,,8,1,,,,,64902118
7003580,64902135,,8,1,,,,,64902135
7003581,64902123,,8,1,,,,,64902123
7003582,64901600,,8,1,,,,,64901600
7003583,64901571,,8,1,,,,,64901571
7003584,64902126,,8,1,,,,,64902126
7003585,64901688,,8,1,,,,,64901688
7003586,64901694,,8,1,,,,,64901694
7003587,64901721,,8,1,,,,,64901721
7003588,64901556,,8,1,,,,,64901556
7003589,64901585,,8,1,,,,,64901585
7003590,64901602,,8,1,,,,,64901602
7003591,64902097,,8,1,,,,,64902097
7003592,64901630,,8,1,,,,,64901630
7003593,64901655,,8,1,,,,,64901655
7003594,64902194,,8,1,,,,,64902194
7003595,64901472,,8,1,,,,,64901472
7003596,64901606,,8,1,,,,,64901606
7003597,64901610,,8,1,,,,,64901610
7003598,64901596,,8,1,,,,,64901596
7003599,64901609,,8,1,,,,,64901609
7003600,64901605,,8,1,,,,,64901605
7003601,64901601,,8,1,,,,,64901601
7003602,64901608,,8,1,,,,,64901608
7003603,64901623,,8,1,,,,,64901623
7003604,64901632,,8,1,,,,,64901632
7003605,64901593,,8,1,,,,,64901593
7003606,64901583,,8,1,,,,,64901583
7003607,64901584,,8,1,,,,,64901584
7003608,64901635,,8,1,,,,,64901635
7003613,64901613,,8,1,,,,,64901613
7003614,64901621,,8,1,,,,,64901621
7003615,65098897,,8,1,,,,,65098897
7003616,64901611,,8,1,,,,,64901611
7003617,65098885,,8,1,,,,,65098885
7003618,65098866,,8,1,,,,,65098866
7003619,65098886,,8,1,,,,,65098886
7003620,64901580,,8,1,,,,,64901580
7003621,65098901,,8,1,,,,,65098901
7003622,65098898,,8,1,,,,,65098898
7003623,64901615,,8,1,,,,,64901615
7003626,65098853,,8,1,,,,,65098853
7003629,65098875,,8,1,,,,,65098875
7003630,65098910,,8,1,,,,,65098910
7003633,65098891,,8,1,,,,,65098891
7003634,65098892,,8,1,,,,,65098892
7003635,64901614,,8,1,,,,,64901614
7003636,64901576,,8,1,,,,,64901576
7003637,65098868,,8,1,,,,,65098868
7003638,65098893,,8,1,,,,,65098893
7003639,65098867,,8,1,,,,,65098867
7003640,64901622,,8,1,,,,,64901622
7003641,65098863,,8,1,,,,,65098863
7003642,65098907,,8,1,,,,,65098907
7003643,65098888,,8,1,,,,,65098888
7003644,65098824,,8,1,,,,,65098824
7003645,64901589,,8,1,,,,,64901589
7003646,65098874,,8,1,,,,,65098874
7003647,65098869,,8,1,,,,,65098869
7003648,65098855,,8,1,,,,,65098855
7003649,65098838,,8,1,,,,,65098838
7003650,65098899,,8,1,,,,,65098899
7003651,65098905,,8,1,,,,,65098905
7003652,65098889,,8,1,,,,,65098889
7003656,65098871,,8,1,,,,,65098871
7003657,65098911,,8,1,,,,,65098911
7003658,65098880,,8,1,,,,,65098880
7003659,65098818,,8,1,,,,,65098818
7003660,65098830,,8,1,,,,,65098830
7003661,65098877,,8,1,,,,,65098877
7003662,65098844,,8,1,,,,,65098844
7003663,65098896,,8,1,,,,,65098896
7003664,65098890,,8,1,,,,,65098890
7003665,65098817,,8,1,,,,,65098817
7003666,65098825,,8,1,,,,,65098825
7003667,65098908,,8,1,,,,,65098908
7003668,65098815,,8,1,,,,,65098815
7003669,65098887,,8,1,,,,,65098887
7003670,65098833,,8,1,,,,,65098833
7003671,65098835,,8,1,,,,,65098835
7003672,65098846,,8,1,,,,,65098846
7003673,65098843,,8,1,,,,,65098843
7003674,65098823,,8,1,,,,,65098823
7003675,65098860,,8,1,,,,,65098860
7003676,65098826,,8,1,,,,,65098826
7003677,65098837,,8,1,,,,,65098837
7003678,65098813,,8,1,,,,,65098813
7003679,65098856,,8,1,,,,,65098856
7003680,65098854,,8,1,,,,,65098854
7003681,65098845,,8,1,,,,,65098845
7003682,65098836,,8,1,,,,,65098836
7003683,65098864,,8,1,,,,,65098864
7003684,65098850,,8,1,,,,,65098850
7003685,65098828,,8,1,,,,,65098828
7003686,65098852,,8,1,,,,,65098852
7003687,65098829,,8,1,,,,,65098829
7003688,65098847,,8,1,,,,,65098847
7003689,65098814,,8,1,,,,,65098814
7003690,65098894,,8,1,,,,,65098894
7003691,65099002,,8,1,,,,,65099002
7003692,65098831,,8,1,,,,,65098831
7003693,65098816,,8,1,,,,,65098816
7003694,65098832,,8,1,,,,,65098832
7003695,65099011,,8,1,,,,,65099011
7003696,65099005,,8,1,,,,,65099005
7003697,65098861,,8,1,,,,,65098861
7003698,65098839,,8,1,,,,,65098839
7003699,65098979,,8,1,,,,,65098979
7003700,65098827,,8,1,,,,,65098827
7003701,65098842,,8,1,,,,,65098842
7003702,65098984,,8,1,,,,,65098984
7003703,65098963,,8,1,,,,,65098963
7003704,65098981,,8,1,,,,,65098981
7003705,65098879,,8,1,,,,,65098879
7003706,65098990,,8,1,,,,,65098990
7003707,65098970,,8,1,,,,,65098970
7003708,65098851,,8,1,,,,,65098851
7003709,65098976,,8,1,,,,,65098976
7003710,65098918,,8,1,,,,,65098918
7003711,65098865,,8,1,,,,,65098865
7003712,65098973,,8,1,,,,,65098973
7003713,65099006,,8,1,,,,,65099006
7003714,65099001,,8,1,,,,,65099001
7003715,65099003,,8,1,,,,,65099003
7003716,65099004,,8,1,,,,,65099004
7003717,65098969,,8,1,,,,,65098969
7003718,65098968,,8,1,,,,,65098968
7003719,65098946,,8,1,,,,,65098946
7003720,65099010,,8,1,,,,,65099010
7003721,65099008,,8,1,,,,,65099008
7003722,65098961,,8,1,,,,,65098961
7003723,65098993,,8,1,,,,,65098993
7003724,65098870,,8,1,,,,,65098870
7003725,65098834,,8,1,,,,,65098834
7003726,65098819,,8,1,,,,,65098819
7003727,65098840,,8,1,,,,,65098840
7003728,65098821,,8,1,,,,,65098821
7003729,65098822,,8,1,,,,,65098822
7003730,65098882,,8,1,,,,,65098882
7003731,65098909,,8,1,,,,,65098909
7003732,65098848,,8,1,,,,,65098848
7003733,64901604,,8,1,,,,,64901604
7003734,65098912,,8,1,,,,,65098912
7003735,65098858,,8,1,,,,,65098858
7003736,65098872,,8,1,,,,,65098872
7003737,65098982,,8,1,,,,,65098982
7003738,65098983,,8,1,,,,,65098983
7003739,65098989,,8,1,,,,,65098989
7003740,64901616,,8,1,,,,,64901616
7003741,65098953,,8,1,,,,,65098953
7003742,65098988,,8,1,,,,,65098988
7003743,65098878,,8,1,,,,,65098878
7003744,65098999,,8,1,,,,,65098999
7003745,65099009,,8,1,,,,,65099009
7003746,65098991,,8,1,,,,,65098991
7003747,65098859,,8,1,,,,,65098859
7003748,65098980,,8,1,,,,,65098980
7003749,65098977,,8,1,,,,,65098977
7003751,65098974,,8,1,,,,,65098974
7003752,65098820,,8,1,,,,,65098820
7003753,65098987,,8,1,,,,,65098987
7003754,65099012,,8,1,,,,,65099012
7003755,65098992,,8,1,,,,,65098992
7003756,65098978,,8,1,,,,,65098978
7003757,65098904,,8,1,,,,,65098904
7003758,65098996,,8,1,,,,,65098996
7003759,65098942,,8,1,,,,,65098942
7003760,65098938,,8,1,,,,,65098938
7003761,65098922,,8,1,,,,,65098922
7003762,65098994,,8,1,,,,,65098994
7003764,65098928,,8,1,,,,,65098928
7003765,65098998,,8,1,,,,,65098998
7003766,65098951,,8,1,,,,,65098951
7003767,65098958,,8,1,,,,,65098958
7003768,65098954,,8,1,,,,,65098954
7003769,65098925,,8,1,,,,,65098925
7003770,65098949,,8,1,,,,,65098949
7003771,65098947,,8,1,,,,,65098947
7003772,65098957,,8,1,,,,,65098957
7003785,65098914,,8,1,,,,,65098914
7003786,65098932,,8,1,,,,,65098932
7003787,65098930,,8,1,,,,,65098930
7003788,65099007,,8,1,,,,,65099007
7003789,65098921,,8,1,,,,,65098921
7003790,65099000,,8,1,,,,,65099000
7003791,65098873,,8,1,,,,,65098873
7003792,65098986,,8,1,,,,,65098986
7003793,65098967,,8,1,,,,,65098967
7003794,65098943,,8,1,,,,,65098943
7003795,65098933,,8,1,,,,,65098933
7003796,65098919,,8,1,,,,,65098919
7003800,65098917,,8,1,,,,,65098917
7003809,65098962,,8,1,,,,,65098962
7003810,65099194,,8,1,,,,,65099194
7003811,65098955,,8,1,,,,,65098955
7003812,65099207,,8,1,,,,,65099207
7003813,65098966,,8,1,,,,,65098966
7003814,65098916,,8,1,,,,,65098916
7003815,65098857,,8,1,,,,,65098857
7003816,65099192,,8,1,,,,,65099192
7003817,65099209,,8,1,,,,,65099209
7003818,65098959,,8,1,,,,,65098959
7003819,65099198,,8,1,,,,,65099198
7003820,65098927,,8,1,,,,,65098927
7003825,65098883,,8,1,,,,,65098883
7003827,65099176,,8,1,,,,,65099176
7003835,65099212,,8,1,,,,,65099212
7003836,65099157,,8,1,,,,,65099157
7003841,230758196,,8,1,,,,,230758196
7003842,230758221,,8,1,,,,,230758221
7003843,230758237,,8,1,,,,,230758237
7003844,230758233,,8,1,,,,,230758233
7003845,230758213,,8,1,,,,,230758213
7003846,230758219,,8,1,,,,,230758219
7003847,230758216,,8,1,,,,,230758216
7003848,230758218,,8,1,,,,,230758218
7003849,230758199,,8,1,,,,,230758199
7003850,230758189,,8,1,,,,,230758189
7003851,230758211,,8,1,,,,,230758211
7003852,230758188,,8,1,,,,,230758188
7003853,230758217,,8,1,,,,,230758217
7003854,230758197,,8,1,,,,,230758197
7003855,230758187,,8,1,,,,,230758187
7003856,230758206,,8,1,,,,,230758206
7003857,230758235,,8,1,,,,,230758235
7003858,230758228,,8,1,,,,,230758228
7003859,230758202,,8,1,,,,,230758202
7003860,230758191,,8,1,,,,,230758191
7003861,230758207,,8,1,,,,,230758207
7003862,230758224,,8,1,,,,,230758224
7003863,230758236,,8,1,,,,,230758236
7003864,230758250,,8,1,,,,,230758250
7003865,230758212,,8,1,,,,,230758212
7003866,230758223,,8,1,,,,,230758223
7003867,230758186,,8,1,,,,,230758186
7003868,230758271,,8,1,,,,,230758271
7003869,230758205,,8,1,,,,,230758205
7003870,230758279,,8,1,,,,,230758279
7003871,230758204,,8,1,,,,,230758204
7003872,230758229,,8,1,,,,,230758229
7003873,230758220,,8,1,,,,,230758220
7003874,230758226,,8,1,,,,,230758226
7003875,230758215,,8,1,,,,,230758215
7003876,230758201,,8,1,,,,,230758201
7003877,230758193,,8,1,,,,,230758193
7003878,230758208,,8,1,,,,,230758208
7003879,230758066,,8,1,,,,,230758066
7003880,230758194,,8,1,,,,,230758194
7003881,230758227,,8,1,,,,,230758227
7003882,230758043,,8,1,,,,,230758043
7003883,230758053,,8,1,,,,,230758053
7003884,230758074,,8,1,,,,,230758074
7003885,230758077,,8,1,,,,,230758077
7003886,230758084,,8,1,,,,,230758084
7003887,230758225,,8,1,,,,,230758225
7003888,230758239,,8,1,,,,,230758239
7003889,230758258,,8,1,,,,,230758258
7003890,230758033,,8,1,,,,,230758033
7003891,230758055,,8,1,,,,,230758055
7003892,230758024,,8,1,,,,,230758024
7003893,230758049,,8,1,,,,,230758049
7003894,230758041,,8,1,,,,,230758041
7003895,230758044,,8,1,,,,,230758044
7003896,230758000,,8,1,,,,,230758000
7003897,230758023,,8,1,,,,,230758023
7003898,230758028,,8,1,,,,,230758028
7003899,230758076,,8,1,,,,,230758076
7003900,230758047,,8,1,,,,,230758047
7003901,230758060,,8,1,,,,,230758060
7003902,230758198,,8,1,,,,,230758198
7003903,230758037,,8,1,,,,,230758037
7003904,230758068,,8,1,,,,,230758068
7003905,230758085,,8,1,,,,,230758085
7003906,230758035,,8,1,,,,,230758035
7003907,230758071,,8,1,,,,,230758071
7003908,230758203,,8,1,,,,,230758203
7003909,230758059,,8,1,,,,,230758059
7003910,230758046,,8,1,,,,,230758046
7003911,230758083,,8,1,,,,,230758083
7003912,230758054,,8,1,,,,,230758054
7003913,230758031,,8,1,,,,,230758031
7003914,230758080,,8,1,,,,,230758080
7003915,230758078,,8,1,,,,,230758078
7003916,230758200,,8,1,,,,,230758200
7003917,230758030,,8,1,,,,,230758030
7003918,230758269,,8,1,,,,,230758269
7003919,230758210,,8,1,,,,,230758210
7003920,230758069,,8,1,,,,,230758069
7003921,230758195,,8,1,,,,,230758195
7003922,230758209,,8,1,,,,,230758209
7003923,230758192,,8,1,,,,,230758192
7003924,230758214,,8,1,,,,,230758214
7003925,230758190,,8,1,,,,,230758190
7003926,230758081,,8,1,,,,,230758081
7003927,230758061,,8,1,,,,,230758061
7003928,230758064,,8,1,,,,,230758064
7003929,230758230,,8,1,,,,,230758230
7003930,230758038,,8,1,,,,,230758038
7003931,230758079,,8,1,,,,,230758079
7003932,230758011,,8,1,,,,,230758011
7003933,230758072,,8,1,,,,,230758072
7003934,230758039,,8,1,,,,,230758039
7003935,230758067,,8,1,,,,,230758067
7003936,230758029,,8,1,,,,,230758029
7003937,230758040,,8,1,,,,,230758040
7003938,230758022,,8,1,,,,,230758022
7003939,230758052,,8,1,,,,,230758052
7003940,230758062,,8,1,,,,,230758062
7003941,230758018,,8,1,,,,,230758018
7003942,230758036,,8,1,,,,,230758036
7003943,230758048,,8,1,,,,,230758048
7003944,230758243,,8,1,,,,,230758243
7003945,230758027,,8,1,,,,,230758027
7003946,230758004,,8,1,,,,,230758004
7003947,230758070,,8,1,,,,,230758070
7003948,230757996,,8,1,,,,,230757996
7003949,230758016,,8,1,,,,,230758016
7003950,230758058,,8,1,,,,,230758058
7003951,230758065,,8,1,,,,,230758065
7003952,230757986,,8,1,,,,,230757986
7003953,230757999,,8,1,,,,,230757999
7003954,230758045,,8,1,,,,,230758045
7003955,230758042,,8,1,,,,,230758042
7003956,230758010,,8,1,,,,,230758010
7003957,230758013,,8,1,,,,,230758013
7003958,230758012,,8,1,,,,,230758012
7003959,230757995,,8,1,,,,,230757995
7003960,230757997,,8,1,,,,,230757997
7003961,230757993,,8,1,,,,,230757993
7003962,230758050,,8,1,,,,,230758050
7003963,230758032,,8,1,,,,,230758032
7003964,230758056,,8,1,,,,,230758056
7003965,230758002,,8,1,,,,,230758002
7003966,230758082,,8,1,,,,,230758082
7003967,230758005,,8,1,,,,,230758005
7003968,230757988,,8,1,,,,,230757988
7003969,230757991,,8,1,,,,,230757991
7003970,230758007,,8,1,,,,,230758007
7003971,230758019,,8,1,,,,,230758019
7003972,230758176,,8,1,,,,,230758176
7003973,230757987,,8,1,,,,,230757987
7003974,230758134,,8,1,,,,,230758134
7003975,230758003,,8,1,,,,,230758003
7003976,230757994,,8,1,,,,,230757994
7003977,230758132,,8,1,,,,,230758132
7003978,230758172,,8,1,,,,,230758172
7003979,230758034,,8,1,,,,,230758034
7003980,230758001,,8,1,,,,,230758001
7003981,230758025,,8,1,,,,,230758025
7003982,230758075,,8,1,,,,,230758075
7003983,230758015,,8,1,,,,,230758015
7003984,230758008,,8,1,,,,,230758008
7003985,230758151,,8,1,,,,,230758151
7003986,230758162,,8,1,,,,,230758162
7003987,230758131,,8,1,,,,,230758131
7003988,230758170,,8,1,,,,,230758170
7003989,230758146,,8,1,,,,,230758146
7003990,230758175,,8,1,,,,,230758175
7003991,230757989,,8,1,,,,,230757989
7003992,230758168,,8,1,,,,,230758168
7003993,230758166,,8,1,,,,,230758166
7003994,230758171,,8,1,,,,,230758171
7003995,230758183,,8,1,,,,,230758183
7003996,230758169,,8,1,,,,,230758169
7003997,230758090,,8,1,,,,,230758090
7003998,230758091,,8,1,,,,,230758091
7003999,230758173,,8,1,,,,,230758173
7004000,230758167,,8,1,,,,,230758167
7004001,230758100,,8,1,,,,,230758100
7004002,230758149,,8,1,,,,,230758149
7004003,230758101,,8,1,,,,,230758101
7004004,230758088,,8,1,,,,,230758088
7004005,230758133,,8,1,,,,,230758133
7004006,230758140,,8,1,,,,,230758140
7004007,230758161,,8,1,,,,,230758161
7004008,230758117,,8,1,,,,,230758117
7004009,230758087,,8,1,,,,,230758087
7004010,230758020,,8,1,,,,,230758020
7004011,230758136,,8,1,,,,,230758136
7004012,230758125,,8,1,,,,,230758125
7004013,230758096,,8,1,,,,,230758096
7004014,230758138,,8,1,,,,,230758138
7004015,230758102,,8,1,,,,,230758102
7004016,230758123,,8,1,,,,,230758123
7004017,230758141,,8,1,,,,,230758141
7004018,230758097,,8,1,,,,,230758097
7004019,230758156,,8,1,,,,,230758156
7004020,230758135,,8,1,,,,,230758135
7004021,230757992,,8,1,,,,,230757992
7004022,230758105,,8,1,,,,,230758105
7004023,230758114,,8,1,,,,,230758114
7004024,230758104,,8,1,,,,,230758104
7004025,230758086,,8,1,,,,,230758086
7004026,230758113,,8,1,,,,,230758113
7004027,230758128,,8,1,,,,,230758128
7004028,230758109,,8,1,,,,,230758109
7004029,230758142,,8,1,,,,,230758142
7004030,230758127,,8,1,,,,,230758127
7004031,230758014,,8,1,,,,,230758014
7004032,230758144,,8,1,,,,,230758144
7004033,230758112,,8,1,,,,,230758112
7004034,230758121,,8,1,,,,,230758121
7004035,230758137,,8,1,,,,,230758137
7004036,230758092,,8,1,,,,,230758092
7004037,230758099,,8,1,,,,,230758099
7004038,230758124,,8,1,,,,,230758124
7004039,230758119,,8,1,,,,,230758119
7004040,230758106,,8,1,,,,,230758106
7004041,230758122,,8,1,,,,,230758122
7004042,230758164,,8,1,,,,,230758164
7004043,230758154,,8,1,,,,,230758154
7004044,230758178,,8,1,,,,,230758178
7004045,230758157,,8,1,,,,,230758157
7004046,230758139,,8,1,,,,,230758139
7004047,230758179,,8,1,,,,,230758179
7004048,230758143,,8,1,,,,,230758143
7004049,230758160,,8,1,,,,,230758160
7004050,230758095,,8,1,,,,,230758095
7004051,230758155,,8,1,,,,,230758155
7004052,230758118,,8,1,,,,,230758118
7004053,230758107,,8,1,,,,,230758107
7004054,230758103,,8,1,,,,,230758103
7004055,230758174,,8,1,,,,,230758174
7004056,230758147,,8,1,,,,,230758147
7004057,230758094,,8,1,,,,,230758094
7004058,230758129,,8,1,,,,,230758129
7004059,230758116,,8,1,,,,,230758116
7004060,230758115,,8,1,,,,,230758115
7004061,230758148,,8,1,,,,,230758148
7004062,230758108,,8,1,,,,,230758108
7004063,230758111,,8,1,,,,,230758111
7004064,230757831,,8,1,,,,,230757831
7004065,230757835,,8,1,,,,,230757835
7004066,230757884,,8,1,,,,,230757884
7004067,230758130,,8,1,,,,,230758130
7004068,230757838,,8,1,,,,,230757838
7004069,230758145,,8,1,,,,,230758145
7004070,230757828,,8,1,,,,,230757828
7004071,230757830,,8,1,,,,,230757830
7004072,230757818,,8,1,,,,,230757818
7004073,230757847,,8,1,,,,,230757847
7004074,230758152,,8,1,,,,,230758152
7004075,230757856,,8,1,,,,,230757856
7004076,230758089,,8,1,,,,,230758089
7004077,230758009,,8,1,,,,,230758009
7004078,230757815,,8,1,,,,,230757815
7004079,230757875,,8,1,,,,,230757875
7004080,230757880,,8,1,,,,,230757880
7004081,230757873,,8,1,,,,,230757873
7004082,230757863,,8,1,,,,,230757863
7004083,230757853,,8,1,,,,,230757853
7004084,230757864,,8,1,,,,,230757864
7004085,230758093,,8,1,,,,,230758093
7004086,230757849,,8,1,,,,,230757849
7004087,230757816,,8,1,,,,,230757816
7004088,230758182,,8,1,,,,,230758182
7004089,230757872,,8,1,,,,,230757872
7004090,230758006,,8,1,,,,,230758006
7004091,230757883,,8,1,,,,,230757883
7004092,230758165,,8,1,,,,,230758165
7004093,230979970,,8,1,,,,,230979970
7004094,230758057,,8,1,,,,,230758057
7004095,230757843,,8,1,,,,,230757843
7004096,230757867,,8,1,,,,,230757867
7004097,230758184,,8,1,,,,,230758184
7004098,230757859,,8,1,,,,,230757859
7004099,230758153,,8,1,,,,,230758153
7004100,230757857,,8,1,,,,,230757857
7004101,230758126,,8,1,,,,,230758126
7004102,230758181,,8,1,,,,,230758181
7004103,230758180,,8,1,,,,,230758180
7004104,230757870,,8,1,,,,,230757870
7004105,230757837,,8,1,,,,,230757837
7004106,230757793,,8,1,,,,,230757793
7004107,230757834,,8,1,,,,,230757834
7004108,230757866,,8,1,,,,,230757866
7004109,230757885,,8,1,,,,,230757885
7004110,230757832,,8,1,,,,,230757832
7004111,230757868,,8,1,,,,,230757868
7004112,230757842,,8,1,,,,,230757842
7004113,230758177,,8,1,,,,,230758177
7004114,230757787,,8,1,,,,,230757787
7004115,230758026,,8,1,,,,,230758026
7004116,230758163,,8,1,,,,,230758163
7004117,230757877,,8,1,,,,,230757877
7004118,230757817,,8,1,,,,,230757817
7004119,230758158,,8,1,,,,,230758158
7004120,230757858,,8,1,,,,,230757858
7004121,230758110,,8,1,,,,,230758110
7004122,230757998,,8,1,,,,,230757998
7004123,230757878,,8,1,,,,,230757878
7004124,230758021,,8,1,,,,,230758021
7004125,230757879,,8,1,,,,,230757879
7004126,230757874,,8,1,,,,,230757874
7004127,230757861,,8,1,,,,,230757861
7004128,230757792,,8,1,,,,,230757792
7004129,230757882,,8,1,,,,,230757882
7004130,230757862,,8,1,,,,,230757862
